1396151620560461836	hate	offensive	__label__offensive	@USER ተፈራረምክ አሉ ከአሸባሪዎች ጋር ልትሰራላቸው ለገዳዮች መንደር እህዝ ተፈናቅሎ ጎዳና ተጥሎ ህጻን አዛውንቱ የትም ተበትኖ ላሸባሪዎቹ ድጋፍ ትሰጣለህ የሚጮኸውንህ
1372610917503004672	normal	normal	__label__normal	@USER @USER እንደራሳቸው መስሏቸው መንግስት አስመልጧቸው ያፋልጋል እያሉ ሲተረተሩ የነበሩ ምን ይሉ ይሆን ? አልኩና መልሼ እነሱ አያልቅ
1390733123223265281	normal	normal	__label__normal	በአፍሪካ ልውጥ የኮሮናቫይረስ ዝርያዎች ወረርሽኝ ሊያገረሽ ይችላል - -
1386506685431300096	offensive	offensive	__label__offensive	ይህን የካንሰር አጫሪ ስጋ። ስለ እሱ ሁሉንም ነገር እጠላለሁ ። እርሱ እና መላው ቤተሰቡ ወደ ሆስፒታል እስኪደርሱ ድረስ እንደሚሮጡ ተስፋ አደርጋለሁ ስለዚህ እኔ በግሌ መጥቼ አሳዛኝ
1312990056102100992	hate	hate	__label__hate	@USER ሰውን ለመርዳት ቅን ልብ ያለውን ሰው እግ/ር ይጠብቀዋል፡፡ቆርቆሮ ብርቃቹ ነው ስትሞቱ ተገነዙበት ምድረ አረመኔ!
1368358401886011393	offensive	offensive	__label__offensive	@USER @USER @USER @USER @USER @USER ሶሻል ሚዲያ ላይ ዳንኪራ ውጤት አያስገኝም ብሉዋል ጁንታው አብይ! ሀሞት ካለ ታጥ
1325473860804882433	hate	hate	__label__hate	ግዜ ለኩሉ በተራችሁ ወጣችሁ ጩሁ ማፈሪያዎች
1325142396229754884	normal	normal	__label__normal	በግድቡ ዙሪያ የመደራደር የዋሽንግተን ግፊት በዶናልድ ትራምፕ መሸነፍ ተነስቷል:: #Ethiopia ግድቡን መጨረስ ነው እንግዲህ!
1452724339397337091	hate	normal	__label__normal	አንዳንዴ ሳትኖር የምትሞትበት ፤ አንዳንዴ ደግሞ ሞተህም የምትኖርበት ጊዜ አለ ። #አንበሳው_ፋኖ ?? . #ሒዊ
1355778009970733059	normal	hate	__label__hate	አብን ከባልደራስ ጋር አብሮ ለመስራት መስማማቱን የማይፈልጉ የአንድነት ካምፕ ሊቀ ቂሎች ብልፅግና ከኦነግ ጋር እንደሚሰራ ማመን አይፈልጉም።
1426650108553310210	hate	hate	__label__hate	@USER ጁንታው እስስት ነው፣ መልክ ይቀያይራል የቄስ ካባ ለብሶ፣ ጥይት ያሳልማል ህዋሃት ሳሙናው፣ ሙልጭ ሙልጭ ይላል መቼ እንደ ጀግና፣ ፊት ለፊት ይዋጋል
1390008711792381952	hate	hate	__label__hate	@USER only super smart ሴረኛ ያሸንፋል፡፡ በነገራችን ላይ የዛሬዋ መግለጫ አላማ አላት ፡፡ በቅርቡ ሚዘለውን ሰው ሁሉ ልክ እንደ እነ ጃዋር ልካቸውን ያስገቡቷል
1331484596110811137	offensive	normal	__label__offensive	@USER አንድ ሰካራም ሰውዬ አስታወስከኝ . ሁሌ በሰከረ ቁጥር እንዲህ ይል ነበር.ሚስቱን አንቺ ፈረንጅ ነሽ አላቅሽም ብሎ ይወተውታት ነበር ልብህን እና ጭንቅላትህን ተጠቅመህ ብትናገር እንዴት ጥሩ ነበር.!
1370789341564391429	unsure	offensive	__label__offensive	ጥብቅ መረጃ - ባንዳው ተጋለጠ ኢትዮጵያዊው የባይደን ቁልፍ ሰው በኢትዮጵያ ላይ የሸረበው አ-ስ-ደ-ን-ጋ-ጭ ሴ . via @USER
1391062371490308098	normal	normal	__label__normal	@USER @USER አዪ እሱ ብቻ መቸ ሆነ ብለህ/ሽ ነዉ።
1368627281292386307	hate	hate	__label__hate	በኦሮሚያ ክልል አማራወች አሁንም በኦነግ ታጣቂ እየተገደሉ ነው። በሆሮጉድሩ ወለጋ አማራ በመሆናቸው እየተገደሉና እየተፈናቀሉ ነው። የአማራ የጅምላ ጭፍጨፋ በኦሮሚያ የሚቆመው መቸ ነ
1450539129117237255	hate	hate	__label__hate	#Tplf ለሁለትኛ ግዜ #Ethiopian እየተዋጋው ነው። የእትዮጵያ ህዝብ ግን አሁን አተርፈው ለ3ኛ ግዜ እድል የሚሠጠው ከሆኔ ከውርደትም የመጨረሻ ውርደት ነው።
1338696992860598276	normal	normal	__label__normal	ማንም ጠላት የለኝም የገዛ ጠላቴ አላርሜ ነው????
1404114211257700358	normal	normal	__label__normal	ጩጬ ሆኜ ልጣላ ስል ቦክስ.እርግጫ . ማፍረጥ የሌለው ከሆነ ነው ምጣላው ኢሄን ያህል ፈሪ ነኝ
1437860162140770307	hate	normal	__label__normal	@USER @USER አወ አንድም እናት አታለቅስም ተብሎ ነበር ድፍን የኢትዮጵያ እናት እያለቀሰች ነዉ!
1455711711873359876	hate	offensive	__label__hate	@USER @USER @USER ህጂ ምኒሊክን ጠይቂው ባንዳነት በደንብ ምን እንደሆነ ያስረዳሻል ኤርትራ እንዴት ለጣልያን እንደተሸጠ ጁቡቲን እንዴት
1330039346628587520	normal	normal	__label__normal	@USER ከፍትፍቱ ፊቱ የሚለዉን አባባል በእንግሊዘኛ ንገረኝ በይልኝ ??
1354543336221245440	hate	offensive	__label__hate	@USER ጦርነት ለእኛ ባህላዊ ጫወታ ነው እያልክ ስትቦተርፍ ከርመህ በስተመጨረሻ ባህላዊ የውሸት መፈልፈያ ቋት ሆነህ አረፍከው! ኩኩኒያም! የጠገበ ከርከሮ የነፍጠኛ
1354555302763491332	hate	hate	__label__hate	@USER ትግሬውም አማራውም ኦሮሞውም.የክልሉን የመንግስት ጎጠኛ ካድሬ ተማምኖ ነው የሚጮኸው አዲሳቤ ቢጮህ ሪፕሊካን ነው በጥይት የሚያስጮኸው
1444023307959947265	normal	hate	__label__normal	የምትረዱነን እርዳታ አንፈልግም ካልን ግደታ ነውደ? በቃ ከድህነታችን ጋ ተውን!!!
1381637361143062543	normal	normal	__label__normal	የሚያዚያ 4 ዜናዎች - የአማራን የዘር ጭፍጨፋ የተቃውሞ ድምጽ በጀርመን via @USER
1394485779213213703	offensive	hate	__label__hate	በዚህ ስራ ብዙ ሰይጣናትን ካስጮኸ አልበም ቢያወጣ እንደ አባ ግርማ ከአንድ ሰው ላይ በነፍስ ወከፍ ሶስት ሚሊዮን ሰይጣን ማውጣቱ አይቀርም:: #ሶስት
1329431633699741703	hate	hate	__label__hate	ሰበር ዜና የትግራይ መከላከያ ሰራዊት በፋሽሽት አብይ ቅጥረኛ ኃይል በወሰደው የመከላከል እርምጃ በአላማጣ ግምባር ብቻ ሁለት 2 ክፍለ ጦሮቸ ከነ ሜካናይዝድ ኃይላቸው ሙሉ በሙሉ
1355375740146089986	hate	hate	__label__hate	በአለም ላይ እንደ አረቦች አእምሮው የደነቆረ ድልብ ደነዝ ፍጥረት አታገኝም። የሚገርመው የጦር መሳሪያ ሰርተው ሳይሆን ገዝተው ነው ለአብይ እየሰጡ የጨፈጨፉን።
1381753956817383424	hate	hate	__label__hate	እራሱ እየገደለ መልሶ የሚያለቅስ አምባገነን፣ተስፋፊ ስግብግብ፣ ሁሉም የኔ የተጸናወተው ጋኔን
1399372024666116102	normal	normal	__label__normal	#አትፍረዱብን #አባቶቻችን_ኢትዮጵያዊነትን_እንጂ_ለጠላት_መንበርከክን_አላወረሱንም አሁንም የሐገሩን ሉዓላዊነትና ጥቅም አሳልፎ የሚሰጥ የለም!! ክብር ለኢትዮጵያዊነት!! ኢትዮጵያ በ
1381652081837289478	normal	hate	__label__normal	@USER ብልጽግና ቢሸነፍም ቢያሸንፍም የማንነት ጥቃት በቀላል ይቆማል ብሎ ማሰብ ይቸግራል ። የተዘራው እስኪነቀል ። የካድሬዎች መረጋጋት አስፈላጊነቱ እንዳለ ሆኖ ።
1390728818122543104	normal	normal	__label__normal	ፈጣሪዬ ሆይ ኢትዮጵያን እንደ ማህበራዊ ሚዲያ ተጠቃሚዎች ምኞትና ሀሳብ ሳይሆን እንደ ምስኪኑና የዋሁ ገበሬ ቅንነት አኑራት!
1368303197559943174	hate	hate	__label__hate	@USER ባንዳ ስለሆኑ ቅጭላት የላቸውማ አያስቡም ለሆዳቸው ብቻ ስለሚኖሩት ማንጨብጨብ ይወዳሉ ። እውነተኛ ታጋይ እንደ ትግራይ ከሆነ ግን ለሀገሩ እንጂ ለሆዱ አይኖርም ይሄ ነው ይዩነታችን ጆ
1331515713882902529	normal	offensive	__label__offensive	ሁሉንም የትግራይ ከተሞች ለመከላከያ አስረክቦ መቀሌን ብቻ ታቅፎ የቀረውን ደፂን ምን አሉት ? የመቀሌ ከተማ ጊዜያዊ ከንቲባ ??
1371527214613794826	hate	normal	__label__hate	@USER ይመስገነው አለን???? ዋናው ኢትዮጵያችንን ለማንም ነጫጭባ አለማስነካት ነው::
1313339760883179520	normal	normal	__label__normal	@USER ድርጊቶችዎ ውጤቶች አሉት። ከእነሱ መደበቅ አትችልም ፡፡ እርስዎ አስፈሪ የሆኑ ልጆች አሉዎት ፡፡ በጭራሽ ይቅር አይባልም ፡፡
1453821055269756929	offensive	offensive	__label__offensive	@USER @USER አታስቢ የትግራይ ህዝብ እየመጣ እየነደደልሽ ነው እንኳን ደስ አለሽ ጭራቅ
1367173059241631744	offensive	normal	__label__offensive	@USER @USER ውሻ ብትለን ምን ይውጠን ነበር?????
1371950918917324801	hate	hate	__label__hate	ልደቱ አያሌውን በሐሳብ መሞገት ተስኗቸው ህወሃት ነው ገለመሌ እያሉ ከሚቦተረፉና በፊት በታዛዥነት አሁን ደግሞ በአዛዥነት በአገርና በህዝብ ላይ ወንጀል የሚሰራውን??የዘር ጨፍጫፊ ከሚደ
1336139669696704512	normal	normal	__label__normal	ጠላት ሁሉ በውጭም በውስጥም ኢትዮጵያ ስትበተን ለማየት አሰፍስፏል ሴራም ቀጥሏል። መከራ ይብቃ። የህዝባች ሰላምና እድገት የሚያሳስበን ሁሉ ለውስጥ አንድነታችን በርትተን በቅንነት እን
1361902861999865858	offensive	hate	__label__offensive	@USER @USER @USER @USER @USER @USER @USER ሁሉም ዱቄት ሆኗል ?? ጉራ ብቻ።
1360594436191891460	hate	hate	__label__hate	@USER ምድረ ደፋሪ ሌባ የአዞ እንባህን እዛው የትግራይን ህዝብ ከፈጃችሁ በሁዋላ የአማራን አስመሳይነት እዩ ጨካኞችና አውሬዎች ናችሁ ማንም አይፈልጋችሁም ሠይጣኖች
1329851163638980609	normal	hate	__label__hate	@USER በጦርነቱ አካባቢ ቤተሰብ ቢኖራቹ ኖሮ ጭንቀቱን ታውቁት ነበር። ሰይጣን ሰው ነው ሲባል ውሸት ይመስለኝ ነበር ግን በወንድም በሴትም ተመስሎ ለካ ይመጣል።
1416494920580440070	normal	normal	__label__normal	ታላቁ ሩጫ ላይ ሃይሌ ገብረስላሴ የተናገረውን ቆራረጡና.ድምፁን በፎቶሾፕ.የ #አገኘው ተሻገር ድምፅ አስመስለው ሰሩትና ለቀቁት #ባጫ ደበሌ
1332349941407240197	offensive	normal	__label__offensive	@USER በመከራ ሕይወት ይፈረድብዎታል እናም በሲኦል ውስጥ ይቃጠላሉ ፡፡ ሰይጣን ነፍስህን ያሳድዳል እናም ቀሪውን ዘላለማዊነት በሲኦል ውስጥ ታሳልፋለህ ፡፡ ሁሉም ሰይጣንን
1414645230264008708	offensive	hate	__label__offensive	@USER ቱሪናፋ . አሁን አንትን ሰው ብለን ልናዳምጥህ ነው? አጨብጫቢ ሁላ . መጀመሪያ በግፍ ለሚገደለው #Ethiopia ያዊ አውራ ! አስመሳይ አሁን ከንዳንተ አይነቱ
1392919843683328001	hate	hate	__label__hate	@USER ታድያ ምን አገናኘው ከሞቱ ጋር አይ ሰግብግቡ ጁንታ ጌታቸው አሰፋ አይ ደብረፅዮን ሳትገላቸው ወይ ሳትይዛቸው ወይሰ በነሱ እጂ ብትምት ይሻልህ ነበር ለማለት ነው እሰኪ የገባው ካለ
1336389925420359684	normal	normal	__label__normal	የሆኑ የአማኑኤል እብዶች ነበሩ . አንድ አማራ ኦሮሞ ትግሬና ጉራጌ ነበሩ . የሚሉ ቀልዶች በህግ ታገዱ መሰለኝ ሰምቻቸው አላቅም ??
1360751656921673731	hate	hate	__label__hate	@USER @USER እንደ አህያ ሜዳ መንከባለሉን ለእናንተ፡፡ ማፈርያዎች፡፡
1334105115742138368	hate	normal	__label__normal	ዘረኛ ነኝ ። ምክንያቱም ፣ እኔ ከየት እንደተገኘሁ አውቃለሁ ፣ የቅድመ አያቶቼን ሰፉ እና ወግ አከብራሁ ፣ ቋንቋ እና ባህሌን አሳምሬ አውቃለሁ ፣ ለወንድም እና እህቶቼ እንደ
1326582709712457740	offensive	offensive	__label__offensive	@USER @USER በሚ በፃፈው ከሱ በላይ ያንቺ ???? ብዙ ማግኘቱን ሳይ ስግብግብ ጁንታነትሽ ነው የገባኝ
1339881506802700288	offensive	normal	__label__normal	@USER @USER @USER ኧረ አልፈልግም እያየሁህ ነው ! ዋ !
1335238875795648518	normal	normal	__label__normal	@USER ‹‹የሁለተኛው ወንዝ ስም ግዮን ነው:: እርሱም የኢትዮጵያን ምድር ሁሉ ይከብባል›› ዘፍ . ፪:፲
1433604124390608900	normal	offensive	__label__normal	@USER @USER አንተም ስለ ኦሮሞ እና ኦሮምያ ትግራይ . አይመለከትም:: እኛም ስለ ደንበጫ እንደማይመለከን ሁሉ:: እና አሁን ባለንበት ዘምን ማንም ስለሌላው ልወስን አይችልም::
1412822869239808000	offensive	normal	__label__normal	ጥበብ ጠርታው ጠብቃው ጠብቃው ጠብቃው ሰልችቷት ጥላው ከሄደች በኋላ ነቅቶ ይኸው እየተንከራተተ ነው Mention him
1339194117490946049	hate	normal	__label__normal	ካንጋሮ ኪስ እንጂ እጅ የላትም አለ መምህሩ ቁም ነገሩ: ዝምምም ብለን አናጋብስ መስጠትም እንልመድ ለማለት ነው ????
1349164360678182915	normal	normal	__label__normal	@USER እንግዲህ ማይኩን ስትጨብጡ ተነስተን ለማጨብጨብ ዝግጁ ነን ????
1350603042819874816	normal	normal	__label__normal	#NOMASKNOSERVICE በታላቅ ድምቀት የሚከበረውን የጥምቀት በአል ተከትሎ የኮቪድ ወረርሽኝ እንዳይስፋፋ ጥንቃቄ አይለየን ፤ ሁሌም ማስክ ማድረግ በተለይ ጥምቀተ ባህር በሚኬድበ
1441150284294590469	hate	normal	__label__hate	@USER ቅማል እኮ ቶሎ አይጠፋም አሁን በቀራችሁት የአረም መድሃኒት ነፍቶ ማጥፋት ነው
1348775653336895488	hate	hate	__label__hate	እነ ጅራፍ እራሱ ገርፎ እራሱ ይጮሀል ሀፍረት የሚባል ነገር አልፈጠረባችሁም ? እናንተ ሶስት ሳምንት ባልሞላ ኦፕሬሽን የዘር ማጥፋት ወንጅል ትግራይ ውስጥ ተፈጽሟል ብላችሁ ዋይ ዋይ
1360814818400346116	hate	offensive	__label__offensive	@USER ልደቱ ያናደደው የጁንታው መደምሰስ ነው . ለምን? አበሉ ስለቀረበት! ጠላትማ ጠላት ነው . መጀመርያ መምታት አሾክሻኪውን ነው
1384697323545112576	normal	normal	__label__normal	@USER በወሎ ኦሮሞ ላይ እየተፈፀመ ያለውን ጭፍጨፋ በተመሳሳይ መልኩ የኦሮሞ ህዝብ አደባባይ ወጥቶ ማውገዝ አለበት
1357634724211089411	offensive	offensive	__label__offensive	@USER ተጨማሪ ስልጣን ፈልጎ ማሽቃበጡ ነው። ብሽቅ ካድሬ!
1323285984973185024	normal	normal	__label__normal	ፖስት በማድረግም ቢሆን እኛው እንቀድመዋለን!
1427383492636250112	normal	normal	__label__normal	ኢትዮጵያ ላይ እልፍ ጠላት ቢሰለፍባትም ማንነትዋን ማናቸውም መሻር አይችሉም።
1400855814995329026	normal	normal	__label__normal	@USER Eዜማ፣ ለመጀመሪያ ግዜ በራሱ የሚተማመን፣ ምርጫ መጣ ፖሊሲ ቀንጥሱ ያልሆነ፥ ቀደም ብሎ አማራጭ ፖሊሲውን በጥልቀት መርምሮ፣ አሰናድቶ መሬት አውርዶ አወያይቶ፥
1423849712856096774	normal	normal	__label__normal	@USER አዎን ሔዋን በሴራ የሚደርስብንን ጥቃትና መከራ ለማስወገድ አሰፈላጊ የሆነውን ሁሉ ተጠቅመን ነጻ መውጣት ያስፈልገናል ። ትግል ሰፊ ነው መሥዋእት መሆንንም ይጠይቃል
1341822334374711296	offensive	hate	__label__hate	የቤንሻንጉል ክልል ርዕሰ መስተዳደርን ጨምሮ ሌሎች በስሩ ያሉ ሰው በላ #አውሬዎች በቁጥጥ ስር ውለው በአስቸኳይ ለህግ ይቅረቡልን! Stop amhara and/Agew Genocide at
1378418588705492992	hate	normal	__label__normal	የአል ሲሲ ማስጠንቀቂያ ኢትዮጵያ የአባይ ውሃ አትንካው አይመስለኝም ምናልባት #ከድርሻዬ ጥቂቱን ?
1373721607508787210	normal	normal	__label__normal	ከዚህች ዓለም፣ ክፋት ሙሉበሙሉ ይወገዳል ማለት ቅዠት ነው። ይልቅ እየከፋ ይሄድና የፈጣሪን ዳግም ምጽአት ያፋጥናል። አሜን ጌታ ሆይ ቶሎ ና!
1407358061740691463	offensive	offensive	__label__offensive	@USER Dear @USER ለመለስ ዜናዊ የእግሩ እጣቢ ሆኖ የመደፋት ወይ የእጥሩ ሙጃ ሆኖ በቅሎ በአጋሰስ የመጋጥ ብቃት እንደሌለህ ስታስበው የበታችነት ስ
1376557997292392448	hate	hate	__label__hate	@USER ጉራ ብቻ ናቸው የክልል ትግራይ ኣይጦች! ኣሁን ኣንድ ጥይት ብቶከስ እኮ ይሸሻሉ ፈሪዎች የቀን ጅቦች! ጁንታ Game Over!
