tweet_id,tweet,label
1479626942118862848,@USER ሃገርሽን ለማን ጥለሽነው ሃገርሽ መግባት አለብሽ ሁሉ በዚህ አይቋጭም መበርታት ነው ሚያስፈልገው ተስፋ መቁረጥ አያስፈልግም የሆነው ሆንዋል ማፈግፈግ ግን ሽንፈት ነው,normal
1479630590114775041,ከስሩ ደም የያዘ ዛፍ ቅርንጫፉም ደም ይኖረዋል,normal
1479636546965970946,@USER ብዙ ምግብ ያጣ አለ በየጎዳናው ለነሱ ስጪያቸው ዶሮውን ሊሊ ኪኪ ጡጢዬ,normal
1479640971595993090,@USER ከሀዲ ነህ የስራህን ይስጥህ አማራ ክልል ላይ ምረጡኝ ብለህ እንዳትመጣ ከዚህ በኋላ,offensive
1479642009203658753,የሚገርመኝ ነጠር ቢኖር ተራ የሌባው ወያኔ ተላላኪዎች እንኮን ሥለ ሠቢት ነጋና ሌሎች መፈታት ምን አሉ የሚለውን አንድም ደደብ ፖለቲከኛ ነኝ ባይ ማረጋገጥ አለመፈለጉን ነው የሚገርመኝ,hate
1479643785382531074,@USER ይህ ወታደር የሕይወት ዋጋ የከፈለው ሀገሬ ዘላቂ ድል እንድትጎናፅፍ እና ቀጣዩ ትውልድ ከጦርነት ዉጪ የልማት አርበኛ እንድሆን ነው . ድል ሁሌም ለኢትዮጵያ!! #UnityForEthiopia,normal
1479647254545899524,የኢትዮጵያን ሕዝብ በመዋሸት ማጭበርበር ይከብዳል። ውሸታምና ሌባ አንድ ነው ይልሀል። ከቤቱ ውሻ አሳንሶ ያይሀል። በመጨረሻም እንደ እባብ ጭንቅላትህን በድንጋይ ደብድቦ ይገልሀል።,normal
1479655154995580934,ሌባ ሌባ ቀልማዳ፣ ወስላታ፣ ውሸታም፣ ከሀዲ፣ አስገዳይ፣ ሀገር ከሀዲ ሌባ ሆነህ የህዝብ ደም ሲፈስ ውሀ የፈሰሰ የማይመስልህ የህፃናት፣ የእናት፣ የአዛውንት እንባ የማይከብድህ ዛሬ,offensive
1479658262719045641,የታል ያ ከርሳም ደመቀ መኮንን?የታሉ የአማራ ሆዳም ባለስልጣናት? ለተሰዋው ልዩ ሀይልና ፋኖ ለተደፈረችው እህት ለተዘረፈው ገበሬ ውጡና መልስ ስጡ??,offensive
1479663573626507270,@USER እኔ የመተቸትም ሞራር የለኝም መሪ የሚከበርበት ሃገር ነው ያለሁት አከብረወት አለሁ ደጋፊዎትም ነኝ ግን ምነው የኛ ህመም አልሰማዎት አለ የነስብሀሰት መፈታት,offensive
1479666507449712643,Sibehat Nega . ??ጠባብና ትምክተኛ በማለት የሚታውቁት ስብሃት ነጋ ጅንታው ፈልጭ ቆራጭ ካልሆነ እንገንጠል የሚሉትን የጁንታው ሃይሎች፣ አሁን መገንጠል ወደእሳት መግባት ነው,hate
1479668153663717378,ደግሞ በሃይሉ በክንዱ እንጂ በማንም ችሮታ ኣያገኘውም። ዘንድሮም ተመሳሳይ ታሪክ እየተሰራ ነው። ወራሪዎች ከትግራይ ተጠራርገው እንዲወጡ ብቻ ሳይሆን፡ ፊታቸውን ወደ ትግራይ ኣዙረው እ,hate
1479668528533938182,@USER እግዚአብሔር መንግስትን ያስቀመጠው ክፉዎችን እንድቀጣ ነው። ይቅርታ የሚገባቸውና የማይገባቸውን መለየት ይገባል። አንድ ነገር ጠረጠርኩ! መንግስት በመጥፎ አማካ,normal
1479671427766829056,በቅሎ ማሰሪያዋን በጠሰች ቢባል በራሰዋ አሳጠረች። የሆነው ይሄ ነው አረመኔዎችን ፈቶ ሰላም አገኛለሁ ማለት የዋህነት ነው። ያሳዘነኝ መንግስት አለኝ ብሎ መንግስትን አምኖ መንግስት,hate
1479672512606871556,@USER . ግን የማንም ሰው ህመም በራሴ ላይ እንደደረሰ የማላስብ ከሆነ? በእውነት እኔ ከክፉ አድራጊዎቹ በምንም አልለይም ጨካኝ አውሬ ነኝ ማለት ነው። ይቅር መ,normal
1479672810394259456,I dont endorse the tweet below . ይህ መከፋፈል ግን ሌላ ዙር ወረራ እንዳይመጣና፣ እናቶቻችንና ሴት ልጆቻችን በአውሬው መጫወቻ እንዳይሆኑ ያሰጋል።,normal
1479675471604367360,@USER እሱ ምን አለበት በተደፈነ ጭቅላአቱ በንፁሀን ደም ላይ ቀልጅ አዎ ብዙወችን አፈናቀለ አስጨፈጨፈ አስደፈረ ሌላም ሌላም።,offensive
1479677298446065664,@USER አሸባሪ ተብለው በተወካዮች ምክርቤት የተሰየሙት ግለሰቦች አሸባሪ እንደሆኑ መፈታታቸው አስገርሞኛልም አበሳጭቶኛልም! አሁን አሸባሪው ማን ነው፤ የተወካዮች ምክር ቤት ወይስ ህውሓት?,hate
1479677573135175682,@USER ኧረ በጣም አስፈሪ ነው። ይህ ማለት እኮ በቃ ኢትዮጵያ ውስጥ አንድም እስረኛ መቅረት የለበትም ማለት ነው። ምክንያቱም መከላከያን ከመረሸን በላይ ወንጀል የለም,hate
1479941061632045058,የጎሳ ፖለቲካ ለኢትዮጵያ አያስፈልግም . #ኢሳያስ_አፈወርቂ . በቃ የቤተሰብ ፖለቲካ እንጀምራለን ወዲ አፎም ??,hate
1479943456810319886,@USER @USER @USER ትክክል ድሮም ያሸነፈው የህዝብ ትብብር ነው የአሜሪካን ሴራ ያከሸፈው የህዝብ ትስስር ንፋስ አላስገባ ስላለ ነው አሁንየተደረገው,normal
1479948915210428422,@USER እይሄ @USER የሚባል ድንጋይ ህውሃትን እና ኦነግን ሲተች እና ዘረኛ ሲል ያስቀኛል ከዚህ በላይ እስኪ ምን አይነት ከዘረኝነትም የድንቁርና ዘረኝነት አለ? ደሞም,offensive
1479950763275214849,@USER @USER ያልተነካ፤ አባት ወንድሙን በግፍ ያልተነጠቀ፤ አናቱ አህቱ ያልተደፈረችበት,hate
1479958717374386184,@USER እረ አበዛሽው አገሩ ላይ ምን ለመፍጠር ነው ለኢትዬጵያ ብትቆረቆሪ አሰቃቂ ፎቶዎችን ባለጠፍሽ ነበር ሕዝቡ ነቄ ነው አትድከሚ የማን አረመኔ ነሽ,offensive
1479967454138880009,አማራ ሆይ ከእንቅልፍክ ንቃ ከተጠመደልክ ወጥመድ ለማምለጥ መደራጀት መታጠቅ ይኖርብናል ዳግም ክህደት የልጆችህ አ40 ሳይወጣ ደማቸው ሳይደርቅ ገና ብዙ ፈተናዎች ከፊታችን ተደቅነዋል,hate
1479982343075082242,ሰበብ ይፈልጉ የነበሩ ሴራ ጠማቂዎች ምርጥ የሚሉትን ወቅታዊ የእስረኞችን መለቀቅ ዜና አግኝተው በሚችሉት መጠን እያራገቡ ነውና ኢትዮጵያዊነታችንን አደጋ እንዳንጥል ሰለባቸው ከመሆን እ,normal
1479984462331011077,@USER ማን ነው ህዝቡን ለዚ ሴራ አሳልፎ የሰጠው ማንን ነው ህዝቡ የሚታገለው እስቲ መልስ ካለሽ ትግሉ ለምንድነው የሚያስፈልገው?,normal
1479992474663669763,@USER @USER @USER እራሱ ዋና አውሬ እየለ ከአጠገቡ ያሉት ጋር መሄድ ምን አስፈለገ,offensive
1479998017918976001,@USER አይ ሽመልስ ልበ ጥፉ በስም ይደግፉ ይሄ ማነው ጁላ የምትለው ጅላጅል ልዩ ስልጣን ያገኘው ስልታዊ ማፈግፈግ ብሎ ብር ተቀብሎ ሰሜን ሸዋን ስላሲያዘ ነው,hate
1479998583239856128,@USER @USER መጀመሪያ አንድ ብርጭቆ ቀዝቃዛ ዉሃ ጠጣ ፤ ከዛ የጻፍኩትን ድጋሚ አንብብ። ከዛ በሗላ መልስ ጻፍ። ሌላዉ ጉዳይ እናንተ እና እኛ የሚል,offensive
1480005317295489031,በህግ አምላክ መስቀል አደባባይ የኦርቶዶክስ ህጋዊ ይዞታ ነው፣ ማንም መውረስ አይችልም።,normal
1480008113914880005,አብይ አህመድ በአማራ ህዝብና በኢትዮጲያ የክህደት ሴራ ይፈጽማል ብዬ አላምንም ለህልውናውም ሆነ የሚለንን ኢትዮጲያ እውን ለማድረግ ከምንግዜውም በበለጠ የአማራን ህዝብ ይፈልጋል ኦሮሚ,normal
1480009553710391297,@USER @USER ምን ማለት ነው? አንተና ቢጤህ መንግሥት ልፈንቅል ስትል ሌላው ዝም ይላል? 40 ሚሊዮን ከሚጨነቅ 20 ሺ በነፃነት ቢኖር ይሻላል? ይህ ማለ,offensive
1480019566839447556,@USER @USER @USER @USER ህውሃት ያወደማቸውን ሆስፒታሎች ልጆች የሚማሩበት ትምህርትና ቤቶችን እና በጅምላ ገሎ የቀበራቸውን ለምን አታሳይም?? አንተ ተብታባ መሀይም,hate
1480033561021456386,በዶክ . አብይ የግሉ ውሳኔ የተከዱት የኢትዮጵያ ዜጎች ብቻ ሳይሆኑ የክፋ ቀን ደራሻችን የሆኑት የኤርትራ ህዝብ እና መንግስትም ጭምር ናቸው።,hate
1480037411136626691,@USER ደንቆሮ እሱ ፊት መቆም አትችልም,offensive
1480038892317335552,ህዝብ እሚአዳሞጥ መሪየለምእና ፋኖ እየታሰረ ጁታይፈታል ምን ማድረግ አለብን ጠላት አሰፍስፎ እየመጣነዉ አማራን ለማጥፋት,hate
1480301643992387590,@USER @USER ዳዊት ተብዬው ምንድን ነው የምትቀባጥረው። ሌባ ወያኔ። የትግራይ ድሀ ልጅ ያልቃል አንተ የሰረቅኸውን ገንዘብ ይዘህ ሸሽተህ ሀይ ዘራፍ ትላ,offensive
1480310380807217155,@USER በጣም ትክክል። የእሱ አምላኪዎች ናቸው የሚያሳዝኑኝ። እርሱ እናቴ ኢትዮጵያ የሚለውን ጭምብል የለበሰ ሰይጣን ማለት ነው። ሌላ መገለጫ የለውም። ገና ምን አየ,offensive
1480311907294842882,ምንሊክ በአድዋ የተማረኩ ከሺህ የሚበልጡ የጣልያን ምርኮኞችን ተንከባክበው ሲመልሱ ለጤና ሳይሆን ለፖለቲካ ነበር። አረመኔዎቹ አውሬዎች ከኛ ተሻሉ ምኑን ነው የምናሰለጥናቸው ተብሎ የ,normal
1480315739307667458,@USER እግዚአብሔር አምላክ እውነት ካለ በህወሃት ባለ ስልጣናት ፈረዶ ያሳየን እናተ በሰራቹ ሴራ የትግራይ ህዝብ ተሰቃየ የአማራ ሕዝብ ታረደ የደቡብ ተሰነጣጠቀ ኦሮ,hate
1480316981966516230,@USER አገሩን የሚወድ ሰው ይህን አያደርግም:: ይቺ በአማራ ስም የታቀደች የጠላት ሴራ ናት,normal
1480333411029905409,@USER አጭበርባሪውና ቁማርተኛው ዶ/ር አብይ አፈ ቅቤ፡ ልበ ጩቤ የሆነ የቸንኮል መሰሮ፡ ነው፡፡ ዶ/ር አብይ ጨካኝ አውሬ ነው፡ ውሸታም፡ ከሐዲ ነው,offensive
1480347582404698119,@USER የወያኔ እና ኦነግ እርኩስ ጋብቻ አማራን ለመጨፍጨፍ እንደሆነው ሁሉ የጴንጤ እና እስላም እርኩስ ጋብቻ ደግሞ መስቀል አደባባይን ለመውረስ ነው። እንከባበር።,hate
1480349015199866882,@USER ጋሽ አብራር የራስህንና የምታምንበትን ነገር ብቻ ልቀቅልን። የማንንም አስቀያሚ ፖለቲከኛ ንግግር እየለጠፍክ አታሳርረን ነው የስራ መርህህ ከlike ብዛት ጋር ነው?,offensive
1480350277823782917,@USER ይሄን ተናግሮ ወደ ሸዋ ሮቢት ላሽ አለሳ። እንዲህ አይነት ሰማዕትነት የለም። የባዶ ቆርቆሮ ጩኸት። መሪ አባት የሌላቸውን ልጆች አስጨፈጨፈ። ማፈሪያ ሁላ። ከጭፍን ሰባኪ አምላኪነት ተላቀቁ።,hate
1480351522986803200,@USER @USER ጅል ነገር ነህ ዝምብለህ አትንቦጥረቅ አማራ አይደለህም,offensive
1480359843198345218,ተፎካካሪ ፓርቲዎች ችግር ሲመጣ የሚፈተኑበት ችሎታቸውን ብልሃታቸው የሚያስመሰክሩበት አጋጣሚ መሆኑን ሊረዱ ይገባል!እንደኛ እንደተራ ሰዎች እማ ዝም ብለው ከተብከነከኑ ምን ይፈይዳሉ?!,normal
1480368778911174656,@USER @USER አየህ ወያኔ ባንዳ ነውየምንለውያለ ምክንያት አይደለም:: መብራትና ኢንተርኔት ከዚች ከምትጠልዋት ሀገር ለማግኘት ትፈልጋላችሁ::በቂሪላ ስትሸነፍ ደስ አላችሁ::ድንጋይ ብሉ::,hate
1480380882250866693,@USER @USER አንተ ቅንቅናም ዘረ ቢስ በአማራ ፍርፋሪ ነው እናትህ ያሳደገችህ አሁን ሰርቀህ ጠገብክና ሰው የሆንክ መሰለህ ከዚህ በኋላ የአማራ መሬት የ,hate
1480382936256028672,@USER @USER የሞተ ተጎዳ! ወይስ የሰሜን እዝ ጥቃትና ግድያ ውሸት ነው ማለት ነው።,normal
1480390713208721414,@USER ትክክል። ቅጡ ያልታወቀ ሴራ።,normal
1480688496633430020,እነ #ምሕረተአብ የመስቀል አደባባይ እያሉ እያናፈሱት ያሉ ሴራ በሊቀሰይጣናት #ዳኒኤል የተፈረከ የውሽት ድርስት ነው አብይ ለሚያደርገው ድርድር የአማራ ኤሊቶች እንዳይቃወሙት short,offensive
1480709446959570945,አሯ ጉድ ነው፣ የመንግሥት ሠራተኛ አማራ ብቻ ነው ማለት ነውን የኦሮሞና የትግራይ መሬት ለአማራ ካልተሠጣ ሰማይና ምድር ይገናኛሉ ማለት ነው ለመከላከያ ሰው እንዲገድል ገንዘብ በማዋጣ,hate
1480726756952875008,@USER ምነው ሊያዬ ገና ጾሙን በደንብ ፈተን ሳንጨርስ?!,offensive
