tweet_id,tweet,score
1515606731266662402,@USER @USER @USER አሁንም ለወያኔ እየተለቀሰ ነው? መቀሌ በሻሻ ሆናለችሲሉ ሰማሁ?,8
1481442366032683009,ለሁሉም ኢትዮጵያውያን በሙሉ በያላችሁበት ሁሉ የኢትዮጵያ አምላክ ፈጣሪያችን እንዲጠብቃችሁ መልካም ምኞቴን እየገለፅኩ ሁላችሁም በያላችሁበት ስለ ሴራ ሳይሆን ስለ ፍቅር፣እርቀሰላም እና,0
1595857124542021632,ቆይ የአፍሪካን ቡድን መደገፍ አለባችሁ ምትሉ ሰዎች premier league ላይ የ ፓላስ ደጋፊ ከሆናችሁ ያስኬዳል(እዛ ብዙ ጥቁር ስላለ),3
1658523469968191488,እስካሁን ቤተክህነቱ ስለ እኚህ አባት መታፈን አልሰማም ወይስ የሴራው አካል ነው? ዝም ጭጭ ብለዋል ??,8
1637748158657593346,በኢትዪጲያ የዋጋ ጭማራው ልዩነት እዩልኝ አነጻጽሩት እና ምን ይሻላል የኢትዬጲያን መንግስት ከመደግፍ ሰይጣን ባመልክ ይቀለኛል።,9
1604737146530582529,@USER ክራሩን እኔ ልጫወትልህ አለ አሉ,2
1497227614800564238,@USER @USER አንቺ ባንዳ የባንዳ ዘር ሰይጣን የሠረረሽ ብጣሻም ቁልቋል ራሥ። እንደጠገባችሁ በረሃብ ስታልቁ ማየት ነው። #አጋንንቶች።,7
1628626284442972160,@USER ምን ማለት ነው አቡሽ እንዴት ሆኖ ነው አባት የሆነ መሪ ማለት አባት እንደዚ ነው,3
1631780150361587716,@USER ታሪኩን ስለምናውቅ አንተ ግም መጀመሪያ የተፃፈ አንብብ ሁሉ ኬኛ ከየት ይምጣ ምንም መድረግ አትችልም በቃ ጦሩን ከወረኢሉ ከሚባለው ሀገር አንተነህ አድዋ ይዘህ የ,5
1513901552477605894,@USER ኦሮሞ ነው ህዝብ። እኔ ደግሞ እሱን አላልኩም ስለ ፓርቲ ነው ያወራሁት,7
1594766642491412481,@USER ሌላ ደሞ ውሸት ሀጥያት ነው እኔ ጉራጌ ነኝ ግን ወለኔ ለራሱ የቻለ ቋንቋ ባህል ታሪክ ያለው ማህበረሰብ ነው ከጉራጌ ምንም ሚያመሳስለው ነገር የለም,1
1502381675472371722,የሰው ልጅ እንደ በግ ፣ ሰርክ ቢታረድም እንደ ሰም ቢቀልጥም ፣ እንደ ጧፍ ቢነድም ባገሩ ሀገር አጥቶ ፣ ህዝብ ቢሰደድም 1/2,3
1557630160131837952,@USER @USER @USER @USER @USER አገልግሎቶቹ የድርድሩ አካል ናቸዉ ተብለዋል።,0
1653318374183632901,@USER @USER የጭርነቀው ይባላል። 50 ሚሊዮን ህዝብ እንቢ ነብቴን አትበፍገኝም ብሎ ተነስቷል። በጥይት የሚገዛ ህዝብ የለም። አትድከሙ። ደርግም ፡ ትህነግም አልቻሉም,7
1519069247212765189,@USER አቤት የኛ ሰይጣን,2
1654535603084484608,@USER @USER አረ እባክህ አናቀውም ኦሮሞን መሳሪያ ያለልብ ምንም አያደርግም እያረምን የጣልነው እኛነን ጥንብ ጋላ እንደ ኦሮሞ ርካሽ አለ ግን እንደ ከብት ስትሸጡ ነበር የባሪያ ንግድ,10
1607053472075255809,1/ እግረ መንገድ፡ ከሰሞኑ በናይሮቢ ዳግም ከተካሄደው የመንግሥት እና ሕወሓት ሰዎች ስብሰባ በኋላ የሰላም ሂደቱን መገምገማቸውን ጠቅላይ ሚኒስትር ዐቢይ አሕመድ በዛሬው እለት ገልጸዋ,0
1483681237801701380,@USER የሚቀፈውስ በውሽት ታሪክ የተለበጠው ሃስተኛው ሃውልት ነው ይሄ እጆቹዋን ወደ እግዚአብሔር ታነሳለች ማለት እንዲት ይቀፋል?,6
1570872369060904960,@USER @USER ታሪህ ከሌላቸው የትህነግ ወያኔ አረመኔዎች ይልቅስ ታሪካዊው አክሱም 100 ይበልጣል።,7
1487351192653029378,@USER @USER @USER @USER @USER @USER አንተ ሆዳም ፋኖን የነካክ ግዜ የህይወትክ መጨረሻ ይሆናል አሳምነው,5
1539706230624735232,@USER @USER ወያኔ እስከአለ የትኛዉም ሕዝብ ተሣምቶ አይኖርም ወያኔንና ተላላኪወቹን እናጠፋለን! ከዚያም ምንም ቸግር አይኖርም! ጌታቸዉ እንዲቃዥ ተዉት በራሡ እያለመ ይደሠት::,10
1515696473429745665,@USER ከዛ ሁሉ ድንፋታና ዛቻ ወጥታችሁ የእርዳታ ስንዴ ለቀማ ያዛችሁ . ቦ ጊዜ ለኩሉ,6
1617992705984061440,ይበርቱ አባታችን የአለማትን ገዢ ይዘው በምድራዊ ገዢ እንደማይንበረከኩ እኛ ልጆችዎ እናምናለን,2
1638719330371215362,@USER 2 በዛ የሴራ ጦርነት ብዙ ሰዎችን ጭዳ ብለው ዛሬ መደመር ደሞ ነገ ሌላ የራሳቸውን የጀግንነት መጻፍ ይጽፉልናል ይህ ስልጣን ህዝብ ክድዋል ቃሉን በልትዋል,7
1502417958429155331,ማይካድራ ላይ ባማራ ህዝብ ላይ ያደረሰው ዘግናኝ ጭፍጨፋ ታሪክ ሊረሳው የማይችል ነው,5
1601447857110024192,እኔ አስጎብኚ ነኝ! ፖለቲካ በሚባለው ነገር ሙያዬ አይፈቅድልኝም! ነገር ግን ሀገሬ በማይረባ የፖለቲካ ነጋዴዎች ተጎድታ፣ ምንም ማስረጃ ሳይኖር፣ ንፁሀን ሲጠፋ ማየት አልፈልግም!!,4
1657987511010902017,@USER ዝናብ ማዘነብ ከቻሉ እንዴት ዶላሩ አቃታቸው????ለኢትዮጵያ ተብሎ አማራ በጅምላ እየተቀበሩ ዝም ተባላችሁ ድብቅ የሆውን ሴራችሁን፣ ዓላማችሁን ሳይገባን አሁን ግን,9
1600403992575557632,ኦነጋዊያን የሚባሉ ከእንስሳ በታች የሚያስቡ ሰው የሚመስሉ ፍጥረቶች ኢትዮጵያ ውስጥ በቅለው ማየት ያሳዝናል፡፡,8
1635566247189393410,@USER ልክ ብለሀል እንደአንተ አይነቱን ቱልቱላ ነው ፋንድያ ያለው። ያንተ ሆድ ከሞላ ችግር የለም ሰውየውን እዘለኝ ቢልህ እንኳን አናትህ ላይ እንዲወጣ ትፈልጋለህ,4
1659621624948113426,@USER ማውደሙን ተቆጣጠረ የምትለው,5
1487151120577351686,ይኸ ቶማስ ጀጃው እና ጓደኞቹ ዛሬም አልተሻላቸውም። ያደቆነ ሰይጣን . 8ኛው ሽህማ ደርሷል።,4
1537858490529611778,@USER ለካ ስፖኪያችን የምትወስዱብን የእኛ ብላችሁ ነው?,3
1605134338013761536,@USER ከሴራ ውጪ እና መልካም ሁኚ,2
1631022286282137600,@USER ደረጀ ገረፋው ለቃቃሚ ባንዳ ድሮም ካንተ አይነቱ በረንዳ የተወለደ የእናቱ ውሽማን እንጂ አባቱን በውልገየማያውቅ ከዚህ በለይ ብያወራ ብሣደብ አይፈረድበትም ውሻ ያው ውሻ ነውና፡፡,5
1515329692932444169,በ2014 የኢትዮጵያ ውኃ ዋና ሻምፒዮን የአማራ ክልል አሸናፊ ሆነ @USER,0
1632440751106793475,@USER @USER የሙት መንፈስ አምላኪ ፈሳም ሁላ ለእናንተ ነዋ,7
1638937780633079809,ከዚህ በኋላ የአብይ አህመድን የሴራ ተልዕኮ ተቀብሎ ወደ እርስበርስ ጦርነት የሚገባ መከላከያ ካለ ህይዎቱን በከንቱ ለአብይ አህመድ የቁማር ጨዋታ የቆመረ መሆኑን ማወቅ አለበት! ትናን,9
1520279411085516801,@USER እኔ አንድ ነገር ይገርመኛል እኔ አማራ ነኝ ግን ሰው እንዴት ደደብ ይሆናል ስንት አማራ ለወያኔ የሚሰራ ክልሉን ማተራመስ የሚፈልግ እንዳለ አታውቁም እሺ እነሱ,9
1501673507423408136,@USER ያንተንም ቄሮ 97 በጥይቱ ሠዓት የት እንደነበሩ በዛው ጠይቅልን።,7
1518218342418497536,በሚሊዮኖች እያፈናቀሉነ በሺዎች እየገደሉ፤ ሁለት ቤት ለቅሶ መድረስና ሁለት መቶ ሰው ሰብስቦ ምግብ እያበሉ ፎቶ መነሳት . ሊታፈርበት እንጂ ሊኮራበት አይገባም። ማፈሪያ . ??,9
1653934375376146433,@USER @USER አንድ ሞት አደለም ይህ ሰይጣን ሁለት ሞት ነው የሚጠብቀው። አንዱ በስጋ መሞት ሁለተኛው ለዘለአለም በእሳት መቃጠል። ይህንን በምድር ገሎ ያ,5
1613199767663955977,የፌዴራል መንግስት እና ህወሃት በስምምነቱ መሰረት የከባድ መሳሪያዎችን መረካከብ ጀመሩ፡፡የመሳሪያ ዓይነቶችም ብረት ለበስ ታንኮች፤የተለያዩ ሚሊ ሜትር መድፎች፤ሮኬቶች፤ ዙዎች፤ ሞርተሮ,0
1608584298000711680,@USER ይመስላል አመድ ዱቄትንአለ ያገሬሰው ምን አስበሽ ይሁን መጠርጠር ጥሩ ነው ከቅርቡ ጎሮቤትሽ ኦሮ ትግ ተስማምተሽ ያልኖርሽ አለ ጅብ አሉ ያማያውቁት ሀገር ሂዶ,5
1503480615341260802,@USER የውሸት ወሬ ነው፣ ከመንግስት ወታደር ጋር ህዝቡን እየጨፈጨፈ ያለው ማን ሆነና።,6
1520328640138862592,@USER @USER የዚህ አጋሰስ ሆድ እውነትም ካገር ይሰፋል እያለች እየቆዘመች ትመስላለች :),3
1614110735428161536,@USER ውይ ሀዱሽ ነው እንዴ ወያኔ ነዋ ወያኔ ደግሞ ስራው ሁሉ ሌብነት ማታለል መከፋፈል እና ጥላቻ ነው። ታድሎ ሰይጣን የሚቀናበት ክፉ ሰው ነው,7
1512577997781577733,@USER ደደብ እንዳንተ ደደብ መሰልህ አንድ ሀይማኖት አንድ ብሄር የምንለው?አንድ ብሔር የመንል ሌላውን ብሔር ልንጨፈጭፈው ነው?ወይስ በግድ ሀይማኖቱን ልናስቀይረው?ደንቆሮ,9
1629242054684590080,ወደድክም ጠላክም ምኒልክ ዛሬም ንጉሥ ነው እሮ ብል አንት ስው !!!!!!!,3
1598384049717903360,@USER @USER የLk ሰዎች የሰው ግምት ነን እኮ,0
1541647583675686912,ሠኔ 21 1) ጌታችን ኢየሱስ ክርስቶስ የእመቤታችን ቅድስት ድንግል ማርያምን ቤት የቀደሰበት ቀን ነው። 2) ግሸን ማርያም በጎለጎታ በጌታችን መቃብር ላይ የጸለየችበት ቀን ነው።,0
1642450540306083841,@USER ሁሌ ህዝብ በቃኝ ድምፄን ላሰማበት ባለ ግዜ ይዛችኋት የምትመጡት ነገር ይገርመኛል። የገዛ ህዝብህ ላይ በሴራ ፖለቲካ የምትጫወት ሆድ አደር ባለስልጣን ሁላ መጨረሻ ላይ መግቢያችሁን ፈልጉ።,8
1593499380409147393,@USER መለስ ዜናዊ።የአገሩን ሴት ልጅ ለማስደፈር፤ለማስዘረፍ፤፤ለማስጨፍጨፍና ለማስገደል የውጭ ጨካኝ ወራሪ(የአገር ውስጥም ጨካኝ ሌባ) ዶላር እየከፈለ ይጋብዝ እንዳልነበረ,5
1635122278093701121,@USER ቁሞ ቀር ገልቱ ነህ ስለ አማራ የመናገር ሞራሉም የለህም!,4
1626502759397871616,1 . #አውሬው ለቤተ መንግሥትምና ለቤተ ክርስቲያን አይመጥንም አደገኛ ነው! ያኔ ሲመጣ ኢትዮጵያ እያለ ያታለለበት ካርድ ተቃጥሏል! ድሮ በ16 ክ/ዘ በወረራ የያዙትን አካባቢ ሥሙን እ,8
1550170900212981762,ሰበር!! የዓለማችን ተፅዕኖ ፈጣሪ የሆኑት የሩሲያው ፕሬዝደንት ቭላድሜር ፑቲን ከ 3 ወራት በኋላ ወደ ኢትዮጵያ ሊመጡ ነው። ከዛ ቀደም ብሎ የሩስያ የውጭ ጉዳይ ሚኒስትር ሰርጌ ላቭሮ,2
1485367568164610053,እነ @USER ትዝ አሉኝ?? የህዝብን ጩኸት ንቀው ግመሎች ይጓዛሉ ውሻዎች ይጮሃሉ ይሉን ነበር #ጊዜ_ለኩሉ,2
1658145605049278466,የረሐብ አድማ ላይ ናቸው! ሽብር፣ ሁከትና ብጥብጥ እንዲሁም ወቅታዊ እየተባለ የአማራ ምሁራንን ፣ የማኅበረሰብ ተወካዮችን ፣ ጋዜጠኞችን ወጣቶች እና የቀን ሠራተኞችን ማሰር ይቁም,8
1488609526467158023,በድብቅ ይተቀረጸ አፈትልኮ የወጣ - እነ ርስቱ ይርዳው ህዝቡን በ30 ብር ሸጡ - ጥብቅ መረጃ - ከሽመልስ እስክ . via @USER,6
1656170161194278912,የቅዱስ ሲኖዶስ የግንቦት የርክበ ካህናት ጉባኤ ዛሬ ይካሄዳል። አንዲት ስለሆነች ቅድስት ቤተክርስቲያናችን እንጸልይ። ጥበብን የታደሉ ብጹዓን አባቶችን አሉን እነሱን ብቻ እናዳም,3
1657977467947085825,ለደሀ አገራት መዝናኛ ቦታ አያስፈልግም ያለው ማነው ? ደሀውም ሀብታሙም እንደየአቅማቸው መዝናናት አይችልም ወይ? ደሀ እንደአቅሙ ሳይዘናና እንድሞት የፈረደበት ማነው ? ሀብታም,7
1564161303421272064,@USER አንገትህ ብቻ አይደለም ጭንቅላትህም ጠማማ ነው! ደደብ ጋዜጠኛ,4
1536926847170224128,@USER በዚህ ዘመን ሁሉንም የሚፈታው ውይይት ነው።እንኳን መንግስትን ግለሰብን ማሸነፍ ከባድ ነው።ረብሻ ጦርነት ስድብ መናናቅ ጉራ በሙሉ ሲደመሩ ድንቁርናን የገልፃሉ።ሠላም ደግሞ አንተ ጨርሰው ። ይ,0
1574474040642781185,@USER ማፈሪያ አንተ ነህ ልጁን ያጃጃልክ ማድቤት ተደብቆ ተሸማቆ ግንባር ነው ስንለው ወጣ ከምጣድ ስር,4
1480368778911174656,@USER @USER አየህ ወያኔ ባንዳ ነውየምንለውያለ ምክንያት አይደለም:: መብራትና ኢንተርኔት ከዚች ከምትጠልዋት ሀገር ለማግኘት ትፈልጋላችሁ::በቂሪላ ስትሸነፍ ደስ አላችሁ::ድንጋይ ብሉ::,8
1655043122680803329,@USER @USER @USER አንተ እራስህ ጉራጌ ነህ??,4
1653570598457442310,@USER አወናባጅ በለው። ብርሀኑ ነጋ ምን ተስማምቶ ስልጣን ያዘ?,6
1612212740965425153,@USER አተላ ነህ በዚህ ህዝብ ላይ እንደዚህ እንደቀለድክ አትቀርም,4
1485320454873268235,@USER ጠባብ ስለሆንኩ ነው የምወደው እያልክ ነው ?,2
1644595337984716801,@USER ይሻለው ነበር ወያኔ ወያኔ እያለ ዱቅ ብሎ ይበላ ነበር ይሄ ሆዳም,5
1653467313050636289,@USER @USER መሀመድ: የውሻ ዘር በመሆነህ ሰብአዊነትህ ዜሮ መሆኑ ግልፅ ነው።,6
1481025448989634563,ምን ቢሆን ምን ተጎጅዎችን ለመርዳት አብልጠን እንተጋለን እንጂ የተፈጠረው የሽብርተኞች ቡድን መሪዎች መለቀቅ አገርን ከማቋቋም አላማችን ፈቀቅ አያደርገንም! #NoMore #UnityForEthiopia #TplfMustGo!,4
1541494914399121408,@USER ወንድሜ አንተ የምትኖርበትን የደህንነት አስተላለፍ ባላውቅም በውጪ አገር ግን ቁ1 ህዝብ ለህዝብ እርስ በእራሱ እየተጠባበቀ ነው ደህንነቱን የሚጠብቀው ችግር ስከ,1
1660386556694126593,@USER ቢሆንማ ጥሩ ነበር እያልኩ ያለሁት የመንግስት ተቃወሚዎች በሙሉ እንደ የኦ ሞ ጠላት የሚታዩት ለምንድነው?,7
1673779734042296325,@USER ባህር ማዶ በሚኖሩ ኢትዮጵያዊያን እና ትውልደ ኢትዮጵያውያን የሚጻፉ መጽሐፍትን አገር ውስጥ ማግኘት ፈታኝ ነው። ለምሳሌ የስዩም ሐረጎትን (ዶ/ር) መጽሐፍ ሰሞኑን ፈልጌ (ከአሮጌ ተራ እሰከ ቡክ ወርልድ) ላገኘው አልቻልኩም። (1/2),0
1543887438321418242,የነኚ ብር ደሞ በእሳት ቢቃጠል አያልቅም,1
1659969377469616131,@USER አስመሳይ ይበልጥ ይገልፃቸዋል,6
1639390989256196098,@USER ጦሩ አሁን ለመንግስት ወይስ ለህዝብ እንደሚያገለግል ሚናውን ይለይ ። ከሀዲ መንግስት።,9
1635410789992636416,ከሚቆነጠጠው በላይ ቆንጣጮች የሚያለቅሱበት ከተማ የማህበረሰብ ፖሊስ እና አደረጃጀቱ መከለስ አለበት። አዲስ አበባ ከተሰጠው ተልእኮውጭ የሃብታም ተላላኪ የሆኑ፣ ግለሰባዊ መብትን የማያ,5
1560372713683881985,@USER የአንተ አይነት መሀይምና ፈሪ ስሙን መጥራት አይችልም ምኒልክ ዛሬም ነጉስ ነው ሞቶ ያስጮህሃል,5
1658166949761671175,@USER @USER @USER @USER @USER ይሄ የጴጥሮስ ገብሬ አንጋች አብዩት ጥበቃ ምን እያለ ነው? ከአህያ ጋር የመሳሰለውን ገፁ,5
1657650296334561282,@USER @USER ጀዝባው ማን ይሆን?ታሪክ ያሳየናል።አብይን መሳደብ ትችላለህ ።ግን ካሰበው እንዳይደርስ አታቆመውም።አትችሉትም!!!!!,7
1628480174067965952,? ጉራጌ ለኢትዮጵያ ኢኮኖሚ እድገትና ፖለቲካ ለውጥ እንዲመጣ ታግሎዋል ጉልበቱን ገንዘቡን ለሀገር አስተዋጽኦ በማድረግ ወደኋላ ብሎ አያቅም!በፊት በነበረው መንግስት ብዙ በደል ደር,3
1524320491296722945,አይ የሴት ልጅ መከራ ወንዶች ቢሆኑ ሰርግ ተጠርቶ መሃል ላይ ኳስ ግጥሚያ አለ ቢባል ሱፍ ሱሪውን 8 ጊዜ ወደላይ ጠምጥሞ ይራገጣል።,4
1519961065873936385,ቤተክርስቲያን ባህረ ጥበባት አትመረመርም አጅግ ጥልቅ ናት የውሃ ግድግዳ የደም መሠረት ይኸው እዚህ አለ የአማኑኤል ቤት #የማትቃጠልእሳት,0
1491728386674380805,@USER @USER አታስቀኝ!ብዙ ሰዎችን እንዲህ እያላችሁ አንገት አስዴፋችሁ!ወያኔ እና pp አንድ ናቸው !ሁለቱም አውሬዎች!አስመሳይ ውሸታም ዘረኛ,9
1653424151183388673,በነገራችን ላይ አሁን የት እንዳደረሱት ባላውቅም የዶክተር አምባቸው መኮነን ፋውንዴሽን ስራ አስኪያጅ ይች አረመኔ ነበረች ! ይገድላሉ ጥቁር ይለብሳሉ ፋውንዴሽኑን እንኳን ለቤተሰብ,4
1656330469284118528,አንገት ቆራጩ፣ህጳናት ሴትና አዛውንት ደፋሪው #ፋኖ በቀኝ እጁ የአማራ ባንዲራን በመያዝ የፌደራል ባንዲራውን ረግጦት ነው የሚታየው ይሄ የአህያ ሴል ያለበት ማህበረሰብ እኩልነት ሞቱ,10
1482671662428532740,ይኸ ዥልጥ ደደብ ምንድን ነው የሚለው? ለነፃነት የሚፋለመው አማራ ነው። ከአብይ አህመድ ቀለብና ደመወዝ ተሰፍሮለት ራሱን የብሌፅግና አክቲቢስት በማለት የህዝብን ሞራልና ልዕልና ዝቅ,7
1629789099962822656,@USER @USER ማነው አንድ ቡድን?,1
1544043554791645192,@USER @USER ባንተ ቤት ነቅተህ ሞተሀል እንዲ በግምት እየለፈለፋቹ ነው ችግር ውስጥ የገባችሁት,3
1587187204387905537,@USER ሰይጣን ጥሩ ነገር ማየት አይወድም ስዩሜ ተዋቼዉ በራሳቼዉ ተቃጥለዉ ያሞታሉ,4
1592599175388352513,የመኖር ታላቅነት ያለው ፈፅሞ ባለመውደቅ ሳይሆን ፤ ከእያንዳንዷ ውድቀት በኋላ መነሳት በመቻላችን ላይ ነው . #Ethiopia #motivationoftheday,0
1508319297021652993,@USER ውሻህን እጥብ ከስራ እንዳትባረር አሁን አንተ ትግል ላይ ነኝ እያልክ ባልሆነ የሆንክ ኩስ ነገር,5
1482475074301087752,@USER ቅድሚያ ለ ፀሃፊዋ ነው የሚሰጠው ኣለቃው ነችና:: በነገራችን ላይ ሴኔተሮችንና የ ኣሜሪካ መንግስት ባለስልጣኖችን በመወትወቴ ይመስላል ወደ ሳውዲም ሂደው የኛን ልጆች ጉዳይ ያነሳሉ ብየ እጠብቃለሁ::,0
1502904755428941824,@USER ትውልዱ በአማራ ቋንቋና ባህል ኢትዮጵዊ እየተባለ እንዲቀጥል ነበር የፈለከው ? ደነዝ,6
1654708866909601792,@USER @USER 7ተኛ ጨ አንተ የምታደርገው ነገር በሙሉ እውቀት አይጠይቅም ደደብ,4
1611970134708453377,@USER ከደሃው እንደ ጉድ እየዘረፈና እያዘረፈ መቶ ለማይሞላ ህዝብ ምሳ ማብላትና ኪሎ ሙዝ ?? በትልቅ ዘንቢል የሚያድል ጉደኛ መሪ ተብየ የእቃቃ መንግስት በየትኛውም አለም የለም። ማፈሪያ,9
1518075750192189440,@USER ሆዳም::ለካ የወያኔን የበላይነት በኦነግ ለመተካት ነው የታገልከዉ::የአማራን ህዝብ ከበፊቱ በ 10 እጥፍ ለማስጨፍጨፍ::እንደሰው ቆመህ ትሄዳለህ ደሞ አታፍርም,7
1542768652319182849,@USER ህወሀት ሙሉ የፖለቲካ ውድቀቱን መቶ ህዝቡ ለይ ደፍድፎ ለጭፎጨፋ እና ለረሀብ ዳርጎት ተጠያቂ አለማረግ ይከብዳል። ስልጣኑን ለነዚ አረመኔ ፋሽቶች ማን ሰጥቶ ሂዶ ነውና,9
1496905165575639053,@USER እናመሰግናለን ክብርት ከንቲባ !! ወሬኛ ያውራ እኛ ግን ስራችንን አናቆምም። መዳረሻችን ብልፅግና ነው!!,2
1647336777349312513,@USER መርዝ ጠጣ እየተባለ በየመንደሩ እየዞረ ካቲካላ እና ጠላ ሲጨልጥ የሚውል አተላ የሆነ ዘረኛ ሰውስ?,5
1639315947520659456,@USER @USER የሰውዬው ግፍ የለም። በሐይማኖት ስም ስልጣን ግልበጣ። ነገሩን እኮ ሕወሐት ከሚመራን ሰይጣን ቢመራን ይሻላል ብለው።,9
1603804241436573701,@USER @USER @USER @USER በየትኛቹም ቅዱሳት መፃሕፍት ላይ እመቤታችን ከክርስቶስ በኋላ ልጅ ወለደች የሚል ማስረጃ አልተፃፈም።ታዲያ,2
1484623381991407618,@USER ከአማራ ጠባብተኛነት የበለጠ ችግር ፈጣሪ የለም። ጣት መጠቋቃሙ አያዋጣም,9
1532812392014524418,ውሻ ይጮሃል ግመሉም ይሃዳል እንደሚባለው የአባይ የእንጦጦ የፍሬንድሽፕ የቤተመንግስት ሙዝየምነት የጦርነቱን ጉድይ አሁንም ስለመስኖና ስንዴማሳ ስለድርድር አልቃሾች ቢያለቅሱም የምእራባ,5
1538012807068758017,@USER ያዉ ነን ማለቱ ነዉ? ባልደራስ ኦሮሞ አ አ ዉስጥ ከሚጠሉት ዋነኞቹ ናቸዉ ስለዚህ ኢዜማም ያዉ ነዉ።,9
1652373692880650241,ጋላ ሀይማኖት የሌለው የሰይጣን ዘሮች ?? ቤተ ክርስቲያንን እያቃጠሉ ጀብድ የሠሩ ይመሥል ሲንጎባለሉ,10
1514048780038905861,@USER ወይኔ ሰሜኖች መጎራር ስትችሉበት ሃሃሃሃ ሲጀመር ዘራፍ ለመለት ነው የተፈጠረቹት ጉረኛዎች,7
1519743442540240897,@USER ይሄ ነገር jumper አይፈልግም ብለህ ነው,0
1656310750854500355,@USER ለኦሮሞ ሕዝብ ሰላም መሆን ይጠቅማል ።እኔ በ1984 ጀምሮ ኦህዴድን ተቀላቅዬ ሰታጋል አመራሮቻችን በወቅቱ በኦነግ ሠራዊት ላይ አትተኩሱ ብለው አመራር ይሰጡ ነበረ ።,5
1516787784605970435,@USER ላንተ ካለኝ ትልቅ ስፍራ የተነሳ ይህንን አይነት የወረደ በቅናት የተቃኘ ወሬ ስታወራ አይቼ አፈርኩ?? እውነትም ለካ የሚረባ ሰው የለም። ማሰልጠን ቀርቶ መሰልጠን,5
1637168712422952961,@USER በአረመኔነት በጭካኔ ጨፍጭፏቸው ጨርሷቸው ብለህ የላከው ሀይል አላማህን ሳያሳካ በመመለሱ በጣም እንደተቆጨህ እናውቃለን! ዛሬ ደሞ በኛ ፖለቲካ ገብተህ ማሽቃ,6
1550940705635422208,ናትናኤል የምትባል እስስት እመነኝ ዘር ማንዘርህ ዋጋ ይከፍልበታል። ማንም የነካህና የተነኮሠኽ ኦርቶዶክሳዊ እንደሌለ እርግጠኛ ስሃሆንኩ ነው እናንተ በሃገርና በህዝብ ላይ የፈጸማችሁት,7
1536783397057699840,#kenya ኬንያ አዲስ ያስመረቀችውን የማሳለጫ መንገድ በግርማዊ ቀዳማዊ ዓፄ ኃይለስላሴ ስም መሰየሟ ተዘግቧል፡፡ አገራችን ኢትዮጵያ የፓን አፍሪካኒዝም ግምባር ቀደም አቀንቃኝ እንደነ,0
1599852710206922754,@USER አንተ ደደብ ገላቹህም ሰው በልታቹህ አቃጥላቹህም የማትረኩ ሰይጣኖች ጭራሽ የሰው ሞት ትቀማላቹህ,6
1485701740636868610,@USER ወያኔ ሳይሆን የአብይና የተረኞቹ ሴራ ነው አማራንና አፋርን እያስጨረሰ ያለው፣የአፋር ወገኖቻችን አይዞችሁ ይሄን ግዛ በድል እንወጣዎለን።,9
1656658576725938179,@USER ኧረ እዛው ላይ ነኝ,0
1570680429195436034,@USER ቱልቱላው ኤርትራውያንን ተጠንቀቁ አብይ ሊወጋችሁ ይችላል እያልካቸው ነው እኮ ታውቆሀል ፀበል ምናም እስኪ ሞክር,6
