tweet_id,anno1,anno2,gold_label,tweet
1355341923431510016,hate,hate,hate, @Alula_Solomon በባለፈው ስብሰባችሁ በትግራይ ምስክኖች ስም ከተሰበሰበው ስንቱን ልትልኩ አሰባችሁ?ነው ወይስ ሁሉንም ልትቀረጥፉት ነው? ለነገሩ ጁንታው የለ ማን ያስለመድከው
1335472458208600065,offensive,hate,offensive,@USER @USER እረ እንቺ ሴትዮ ዝም ብለሽ የማንም ወያኔ የሚበጠረቀውን እንደ ውነት ይዘሽ አትጩሂ
1453467504731377672,normal,offensive,offensive,የደብረፂን ንግግር ሰማሁት። ኩርምት ብሏል ጋዜጠኞቹም ኩርምት ብለዋል። በጠቅላላው ያች ጠባብ ኮንቴይነር ለቅሶ ቤት ነው የምትመስለው
1352779873643880448,hate,hate,hate,@USER ጦርነት ላይ ማንም ሊጐዳ ይችላል:ተዉ ለምን አትሏቸዉም ነበር :ጁንታዎቹን
1343981218375864320,normal,normal,normal,እንደውም ተነስቼ ብተኛ ይሻለኛል የሚሉም አሉ አሉ ??
1400570317689528322,offensive,hate,offensive,@USER የቡብልፅግናን ስም ለማጥፋት ተራ ቅጥረኞች የሚተውኑት የባንዶች ሴራ ነው። ወይም አንተ ራስህ በጥላቻ ስሜትህ የፈጠርከው ተራ ውሸት ነው
1377702695377760256,offensive,normal,offensive, @AbiyAhmedAli አባት ነህ አሉ ያውም የሶሰት ሴት . አንዷን ለቁርስ አንዷን ለምሳ ለምን . ጥሬ ቆልቶ በላ . ለምን እሸት አበላን ብለው ሲያነዱት ከዳር ሁነህ በግዛ
1353822809512845312,offensive,offensive,offensive,@HMDessalegn @AbiyAhmedAli @Haile_Roman በከተማ እሚኖረው ትልቁ አሳማ በጫካ እሚኖሩትን ትንንሽ ኣሳማ ዘመዶቹን ለመጠየቅ ሄደ ነው እሚባለው አንተ ጅል
1350815252305346560,normal,normal,normal, @ZemenuYA በየዋህ ልብ ካሰብክ ? Yeah! መደበኛ ትምህርት መሆኑ ግን የ የዋህነቴን ቆሌ ገፍፎታል!
1336186386441973760,hate,hate,normal, 11128 ቀን አለፋቸዉ በትግራይ ባዶ ስድስት እስር ቤት የታሸጉት የኢሕአፓ አመራርና አባላት እነ ፀጋዬ ገብረ መድህን ይስሃቅ ደብረፅዮን በለጠ አመሃ ስጦታው ሁሴን ኢንጅነር አይነኩሉ
1324042368996311040,offensive,hate,offensive, @Brinnium ወያኔን የሚያጠፋው ደግሞ ኢትዮጵያን ነጻ ለማውጣት ነው ጨምርበት መሊጦ
1333492311695781888,hate,hate,hate, @tsega_nardos የመርህ ሰው! ግራ የሚገባኝ ስህተት መስራት አለመቻሉ ነው። ትዝ ይለኛል ለምን እስክንድርን ተቸ ተብሎ መንጋው ሲወርድበት። ግን ማን ስህተት እንደሆነ ለማወቅ ብዙ አልቆየም!
1328854650972299264,normal,normal,normal, ክብር ይገባሐል መከላኪያችን ላገር ለወገንህ በደምህም አኮርራህን ሁሌም ላንረሣህ አለህ ከልባችን!!!
1329825196652556291,hate,hate,hate,መፍትሄው የሚከፈለውን ዋጋ ከፍሎ ወያኔን ላንዴና ለመጨረሻ ጊዜ መቃብር ማውረድ ነው።
1333832335251402753,offensive,offensive,offensive, @Rahminahh @hoppiffy ባልየው ቢሰማሽ . አንቺ ባለጌ ያን የመሰለ ኒፕል አ ት ይደረጋል እንጂ ምናምን ነበር የሚልሽ
1360247429744848907,normal,normal,normal,@Fenkl_ @eyerusalem_emi ዛሬም ነገም እስከወዳኛው ከመከላከያ ጎን ነን እናንተ የከዳችሁት የኢትዮጵያ ጠላት ይውደም
1328997751242240000,normal,normal,normal, ስለ 318ቱ ቅዱሳን ሊቃውንት እና ዛሬ ታስበው ስለሚውሉት ቅዱሳን ብለህ #ሰላም_እና_ፍቅርን_አድለን አምላከ ቅዱሳን።
1432500856553820161,hate,normal,hate, እናንተ ብትክዱትም የአለም ህዝብ ብቻ ሳይሆን ያ ጁንታው ያጠፋሃል ይገልሃል ብላችሁት የነበረው ህዝብ ሁሉ የአማራ ክልልን ጨምሮ እየመስከረላቸው ይገኛል። የትግራይም ሃይል ለዚህ ሁ
1332042167024562185,normal,normal,normal, ኢትዮጵያውያን ወገኖቼ እኛ እኮ ለወራሪወች ለገዳዮች ለከፋፋዮች እሣትና ሬት፣ ለወዳጆቻችን ማር፣ለጦርነትም አይበገሬ ነን አትጠራጠሩ ድል የመከላከያ ሠራዊት የአማራ ል ሀይል ሚሊሻና
1338396230783803392,normal,normal,normal,@Y_didy_7 @herannnnnnnnn ይመቸኛል፣ ግን አንተ ስትግጥ ማን ሊጠብቅህ ነው?
1360808948006322184,normal,normal,normal,@USER አልደክምም ቃሌ ነው እያልኩኝ ፎክሬ ያንን ጉራ ሁላ (ያን ጉራ) ቀን አራደው ዛሬ ያን ጉራ ሁላ ጉራ ሁላ ያን ጉራ ሁላ ትታ ነፍሴ ወኔዬ ከዳኝ ወንድነቴ ወድቆ ጨነቀኝ ኩራቴ
1346553152829587458,normal,offensive,offensive,@USER ስለዚህ አንድ ሰው ትንሽ ለየት ያለ አስተያየት ካለው ሞኝ ነው ማለት ነው? እንደዚያ የሚያስቡ ከሆነ ጉረኛን ከእኔ ጋር መገናኘትዎን እንዲያቆሙ እመክራለሁ
1409612023357493252,normal,normal,normal, #እንዳትቆም እዳትሰንፍ በርታ ዛሬ ባይሆንልም ነገ ሌላ ቀን እደሆነ አትርሳ #ማንም እዳይሳካል #ቢመኝ ማንም ወደዋላ ሊያስቀህ ቢፈልግ አታማርር በቀሎች የሚያረካው ስኬት ነውእና !!!
1359564461233872906,normal,normal,normal, @KebedeZeritu ግን ባለ እንጀራን እንደዚህ መውደድ ይቻል ይሆን?? የትዕዛዙ ክብደት እየታኝ ነው
1418303001186476033,hate,hate,hate,@USER @USER አይ ማሃይም የምኒልክ ቡችላ ትግራዋይ ጅግና ነው በድርቡ ቅዘን በቅዘን ሁነህ ላንተ ለማዳን ሴራኛው ምኒልክ ከሃላ ወጋው ትግራዋይ ጅግና ነው እንደ ሃይለ
1396511894182244354,hate,normal,normal, @AbiyAhmedAli ያውም ገለባውን ትተን ወደውስጥ ካየነው የሚያስቀና አንድ ህዝብ ነን! ከነገ ወዲያ የማይታያቸውን አትስሟቸው ቅርብ አልመው ቅርብ ሊያወርዱዋቹ ነው! ብሩህ ተስፋ ላላችው ብቻ!
1359347209448267779,normal,hate,hate,@USER ለትግራይ አታስብ በትግራይ ስም አትነግዱ እኛ ተጋሩ አለን እናተ አዝናችሁ ነው የትግራይ እናት ደም ስፈስ የጁንታው እናት ያልክ ሁሉ
1331862113955045378,normal,normal,normal, @coldplague በቲቪ አይቼዉ ስስቅ ነበረ። ቪድዬዉን ፍለጋ ላይ ነኝ
1329993620443828226,hate,hate,hate,@USER @USER አሸባሪውና አረመኔው ወያነህወሓት መከላከያው ላይ በፈፀመው አረመኔያዊ ድረጊት ቅጣቱን ያገኝ ዘንድ የቀረው ጥቂት ቀን ነው። በዚህ የሚሸበር ካ
1372995649453629443,offensive,hate,normal, ከተላላኩነት አውጥቶ ቤተ መንግስት ላስገባህ ሰው ውለታው እድህ ነበር ወይ?
1331196092940161027,normal,offensive,offensive,የአድዋን ታሪክ ትደግማለህ ተነስ እያለ ዶ/ር ደብረ ፅዮን ለመቀሌ ነዋሪዎች ጥሪ ሲያቀርብ :ያላስተዋለው ቁም ነገር :በአድዋ ላይ የተደረገው ጦርነትና የተገኘው ድል በመላው የኢት/ሕዝብ ሲሆን :
1313546981307019265,hate,offensive,offensive,ደደብ አምላክ ፣ እኔን ለመሆን እየሞከረ . ሉሲፈር !! ቁጥሬን ደውልልኝ .
1396151620560461836,hate,offensive,offensive,@AbiyAhmedAli ተፈራረምክ አሉ ከአሸባሪዎች ጋር ልትሰራላቸው ለገዳዮች መንደር እህዝ ተፈናቅሎ ጎዳና ተጥሎ ህጻን አዛውንቱ የትም ተበትኖ ላሸባሪዎቹ ድጋፍ ትሰጣለህ የሚጮኸውንህ
1372610917503004672,normal,normal,normal,@NatnaelMekonne7 @EthiopiaWedi እንደራሳቸው መስሏቸው መንግስት አስመልጧቸው ያፋልጋል እያሉ ሲተረተሩ የነበሩ ምን ይሉ ይሆን ? አልኩና መልሼ እነሱ አያልቅ
1390733123223265281,normal,normal,normal, በአፍሪካ ልውጥ የኮሮናቫይረስ ዝርያዎች ወረርሽኝ ሊያገረሽ ይችላል - -
1386506685431300096,offensive,offensive,offensive, ይህን የካንሰር አጫሪ ስጋ። ስለ እሱ ሁሉንም ነገር እጠላለሁ ። እርሱ እና መላው ቤተሰቡ ወደ ሆስፒታል እስኪደርሱ ድረስ እንደሚሮጡ ተስፋ አደርጋለሁ ስለዚህ እኔ በግሌ መጥቼ አሳዛኝ
1312990056102100992,hate,hate,hate, @MehretDebebeMD ሰውን ለመርዳት ቅን ልብ ያለውን ሰው እግ/ር ይጠብቀዋል፡፡ቆርቆሮ ብርቃቹ ነው ስትሞቱ ተገነዙበት ምድረ አረመኔ!
1368358401886011393,offensive,offensive,offensive, @AbdusseBedi1 @ElsaHagos3 @wibadis @ermhaile @AbiyAhmedAli @hrw ሶሻል ሚዲያ ላይ ዳንኪራ ውጤት አያስገኝም ብሉዋል ጁንታው አብይ! ሀሞት ካለ ታጥ
1325473860804882433,hate,hate,hate,ግዜ ለኩሉ በተራችሁ ወጣችሁ ጩሁ ማፈሪያዎች
1325142396229754884,normal,normal,normal, በግድቡ ዙሪያ የመደራደር የዋሽንግተን ግፊት በዶናልድ ትራምፕ መሸነፍ ተነስቷል:: #Ethiopia ግድቡን መጨረስ ነው እንግዲህ!
1452724339397337091,hate,normal,normal, አንዳንዴ ሳትኖር የምትሞትበት ፤ አንዳንዴ ደግሞ ሞተህም የምትኖርበት ጊዜ አለ ። #አንበሳው_ፋኖ ?? . #ሒዊ
1355778009970733059,normal,hate,hate,አብን ከባልደራስ ጋር አብሮ ለመስራት መስማማቱን የማይፈልጉ የአንድነት ካምፕ ሊቀ ቂሎች ብልፅግና ከኦነግ ጋር እንደሚሰራ ማመን አይፈልጉም።
1426650108553310210,hate,hate,hate, @NatnaelMekonne7 ጁንታው እስስት ነው፣ መልክ ይቀያይራል የቄስ ካባ ለብሶ፣ ጥይት ያሳልማል ህዋሃት ሳሙናው፣ ሙልጭ ሙልጭ ይላል መቼ እንደ ጀግና፣ ፊት ለፊት ይዋጋል
1390008711792381952,hate,hate,hate, @Menilikism only super smart ሴረኛ ያሸንፋል፡፡ በነገራችን ላይ የዛሬዋ መግለጫ አላማ አላት ፡፡ በቅርቡ ሚዘለውን ሰው ሁሉ ልክ እንደ እነ ጃዋር ልካቸውን ያስገቡቷል
1331484596110811137,offensive,normal,offensive, @Gfasil አንድ ሰካራም ሰውዬ አስታወስከኝ . ሁሌ በሰከረ ቁጥር እንዲህ ይል ነበር.ሚስቱን አንቺ ፈረንጅ ነሽ አላቅሽም ብሎ ይወተውታት ነበር ልብህን እና ጭንቅላትህን ተጠቅመህ ብትናገር እንዴት ጥሩ ነበር.!
1370789341564391429,unsure,offensive,offensive,ጥብቅ መረጃ - ባንዳው ተጋለጠ ኢትዮጵያዊው የባይደን ቁልፍ ሰው በኢትዮጵያ ላይ የሸረበው አ-ስ-ደ-ን-ጋ-ጭ ሴ . via @USER
1391062371490308098,normal,normal,normal, @ETHDefenders @SeifGebre አዪ እሱ ብቻ መቸ ሆነ ብለህ/ሽ ነዉ።
1368627281292386307,hate,hate,hate, በኦሮሚያ ክልል አማራወች አሁንም በኦነግ ታጣቂ እየተገደሉ ነው። በሆሮጉድሩ ወለጋ አማራ በመሆናቸው እየተገደሉና እየተፈናቀሉ ነው። የአማራ የጅምላ ጭፍጨፋ በኦሮሚያ የሚቆመው መቸ ነ
1450539129117237255,hate,hate,hate, #Tplf ለሁለትኛ ግዜ #Ethiopian እየተዋጋው ነው። የእትዮጵያ ህዝብ ግን አሁን አተርፈው ለ3ኛ ግዜ እድል የሚሠጠው ከሆኔ ከውርደትም የመጨረሻ ውርደት ነው።
1338696992860598276,normal,normal,normal,ማንም ጠላት የለኝም የገዛ ጠላቴ አላርሜ ነው????
1404114211257700358,normal,normal,normal,ጩጬ ሆኜ ልጣላ ስል ቦክስ.እርግጫ . ማፍረጥ የሌለው ከሆነ ነው ምጣላው ኢሄን ያህል ፈሪ ነኝ
1437860162140770307,hate,normal,normal, @AbrarSuleiman @AbiyAhmedAli አወ አንድም እናት አታለቅስም ተብሎ ነበር ድፍን የኢትዮጵያ እናት እያለቀሰች ነዉ!
1455711711873359876,hate,offensive,hate, @ethio_army @TsegayeYismaw @StalinTeklu ህጂ ምኒሊክን ጠይቂው ባንዳነት በደንብ ምን እንደሆነ ያስረዳሻል ኤርትራ እንዴት ለጣልያን እንደተሸጠ ጁቡቲን እንዴት
1330039346628587520,normal,normal,normal,@MajiHailemariam ከፍትፍቱ ፊቱ የሚለዉን አባባል በእንግሊዘኛ ንገረኝ በይልኝ ??
1354543336221245440,hate,offensive,hate,@Alula_Solomon ጦርነት ለእኛ ባህላዊ ጫወታ ነው እያልክ ስትቦተርፍ ከርመህ በስተመጨረሻ ባህላዊ የውሸት መፈልፈያ ቋት ሆነህ አረፍከው! ኩኩኒያም! የጠገበ ከርከሮ የነፍጠኛ
1354555302763491332,hate,hate,hate,@USER ትግሬውም አማራውም ኦሮሞውም.የክልሉን የመንግስት ጎጠኛ ካድሬ ተማምኖ ነው የሚጮኸው አዲሳቤ ቢጮህ ሪፕሊካን ነው በጥይት የሚያስጮኸው
1444023307959947265,normal,hate,normal, የምትረዱነን እርዳታ አንፈልግም ካልን ግደታ ነውደ? በቃ ከድህነታችን ጋ ተውን!!!
1381637361143062543,normal,normal,normal, የሚያዚያ 4 ዜናዎች - የአማራን የዘር ጭፍጨፋ የተቃውሞ ድምጽ በጀርመን via @YouTube
1394485779213213703,offensive,hate,hate, በዚህ ስራ ብዙ ሰይጣናትን ካስጮኸ አልበም ቢያወጣ እንደ አባ ግርማ ከአንድ ሰው ላይ በነፍስ ወከፍ ሶስት ሚሊዮን ሰይጣን ማውጣቱ አይቀርም:: #ሶስት
1329431633699741703,hate,hate,hate, ሰበር ዜና የትግራይ መከላከያ ሰራዊት በፋሽሽት አብይ ቅጥረኛ ኃይል በወሰደው የመከላከል እርምጃ በአላማጣ ግምባር ብቻ ሁለት 2 ክፍለ ጦሮቸ ከነ ሜካናይዝድ ኃይላቸው ሙሉ በሙሉ
1355375740146089986,hate,hate,hate,በአለም ላይ እንደ አረቦች አእምሮው የደነቆረ ድልብ ደነዝ ፍጥረት አታገኝም። የሚገርመው የጦር መሳሪያ ሰርተው ሳይሆን ገዝተው ነው ለአብይ እየሰጡ የጨፈጨፉን።
1381753956817383424,hate,hate,hate, እራሱ እየገደለ መልሶ የሚያለቅስ አምባገነን፣ተስፋፊ ስግብግብ፣ ሁሉም የኔ የተጸናወተው ጋኔን
1399372024666116102,normal,normal,normal, #አትፍረዱብን #አባቶቻችን_ኢትዮጵያዊነትን_እንጂ_ለጠላት_መንበርከክን_አላወረሱንም አሁንም የሐገሩን ሉዓላዊነትና ጥቅም አሳልፎ የሚሰጥ የለም!! ክብር ለኢትዮጵያዊነት!! ኢትዮጵያ በ
1381652081837289478,normal,hate,normal, @AbrarSuleiman ብልጽግና ቢሸነፍም ቢያሸንፍም የማንነት ጥቃት በቀላል ይቆማል ብሎ ማሰብ ይቸግራል ። የተዘራው እስኪነቀል ። የካድሬዎች መረጋጋት አስፈላጊነቱ እንዳለ ሆኖ ።
1390728818122543104,normal,normal,normal,ፈጣሪዬ ሆይ ኢትዮጵያን እንደ ማህበራዊ ሚዲያ ተጠቃሚዎች ምኞትና ሀሳብ ሳይሆን እንደ ምስኪኑና የዋሁ ገበሬ ቅንነት አኑራት!
1368303197559943174,hate,hate,hate,@USER ባንዳ ስለሆኑ ቅጭላት የላቸውማ አያስቡም ለሆዳቸው ብቻ ስለሚኖሩት ማንጨብጨብ ይወዳሉ ። እውነተኛ ታጋይ እንደ ትግራይ ከሆነ ግን ለሀገሩ እንጂ ለሆዱ አይኖርም ይሄ ነው ይዩነታችን ጆ
1331515713882902529,normal,offensive,offensive,ሁሉንም የትግራይ ከተሞች ለመከላከያ አስረክቦ መቀሌን ብቻ ታቅፎ የቀረውን ደፂን ምን አሉት ? የመቀሌ ከተማ ጊዜያዊ ከንቲባ ??
1371527214613794826,hate,normal,hate, @RahelAsefa11 ይመስገነው አለን???? ዋናው ኢትዮጵያችንን ለማንም ነጫጭባ አለማስነካት ነው::
1313339760883179520,normal,normal,normal,@DragonsProof ድርጊቶችዎ ውጤቶች አሉት። ከእነሱ መደበቅ አትችልም ፡፡ እርስዎ አስፈሪ የሆኑ ልጆች አሉዎት ፡፡ በጭራሽ ይቅር አይባልም ፡፡
1453821055269756929,offensive,offensive,offensive, @munamun81542787 @reda_getachew አታስቢ የትግራይ ህዝብ እየመጣ እየነደደልሽ ነው እንኳን ደስ አለሽ ጭራቅ
1367173059241631744,offensive,normal,offensive, @kaleab100 @Mekdi_G ውሻ ብትለን ምን ይውጠን ነበር?????
1371950918917324801,hate,hate,hate, ልደቱ አያሌውን በሐሳብ መሞገት ተስኗቸው ህወሃት ነው ገለመሌ እያሉ ከሚቦተረፉና በፊት በታዛዥነት አሁን ደግሞ በአዛዥነት በአገርና በህዝብ ላይ ወንጀል የሚሰራውን??የዘር ጨፍጫፊ ከሚደ
1336139669696704512,normal,normal,normal, ጠላት ሁሉ በውጭም በውስጥም ኢትዮጵያ ስትበተን ለማየት አሰፍስፏል ሴራም ቀጥሏል። መከራ ይብቃ። የህዝባች ሰላምና እድገት የሚያሳስበን ሁሉ ለውስጥ አንድነታችን በርትተን በቅንነት እን
1361902861999865858,offensive,hate,offensive, @AdeyWith @DawitDD3 @alula2 @UN @EU_Commission @JoeBiden @wpfreelance ሁሉም ዱቄት ሆኗል ?? ጉራ ብቻ።
1360594436191891460,hate,hate,hate,@USER ምድረ ደፋሪ ሌባ የአዞ እንባህን እዛው የትግራይን ህዝብ ከፈጃችሁ በሁዋላ የአማራን አስመሳይነት እዩ ጨካኞችና አውሬዎች ናችሁ ማንም አይፈልጋችሁም ሠይጣኖች
1329851163638980609,normal,hate,hate,@USER በጦርነቱ አካባቢ ቤተሰብ ቢኖራቹ ኖሮ ጭንቀቱን ታውቁት ነበር። ሰይጣን ሰው ነው ሲባል ውሸት ይመስለኝ ነበር ግን በወንድም በሴትም ተመስሎ ለካ ይመጣል።
1416494920580440070,normal,normal,normal, ታላቁ ሩጫ ላይ ሃይሌ ገብረስላሴ የተናገረውን ቆራረጡና.ድምፁን በፎቶሾፕ.የ #አገኘው ተሻገር ድምፅ አስመስለው ሰሩትና ለቀቁት #ባጫ ደበሌ
1332349941407240197,offensive,normal,offensive, @plantthot በመከራ ሕይወት ይፈረድብዎታል እናም በሲኦል ውስጥ ይቃጠላሉ ፡፡ ሰይጣን ነፍስህን ያሳድዳል እናም ቀሪውን ዘላለማዊነት በሲኦል ውስጥ ታሳልፋለህ ፡፡ ሁሉም ሰይጣንን
1414645230264008708,offensive,hate,offensive, @mamamesay ቱሪናፋ . አሁን አንትን ሰው ብለን ልናዳምጥህ ነው? አጨብጫቢ ሁላ . መጀመሪያ በግፍ ለሚገደለው #Ethiopia ያዊ አውራ ! አስመሳይ አሁን ከንዳንተ አይነቱ
1392919843683328001,hate,hate,hate,@USER ታድያ ምን አገናኘው ከሞቱ ጋር አይ ሰግብግቡ ጁንታ ጌታቸው አሰፋ አይ ደብረፅዮን ሳትገላቸው ወይ ሳትይዛቸው ወይሰ በነሱ እጂ ብትምት ይሻልህ ነበር ለማለት ነው እሰኪ የገባው ካለ
1336389925420359684,normal,normal,normal, የሆኑ የአማኑኤል እብዶች ነበሩ . አንድ አማራ ኦሮሞ ትግሬና ጉራጌ ነበሩ . የሚሉ ቀልዶች በህግ ታገዱ መሰለኝ ሰምቻቸው አላቅም ??
1360751656921673731,hate,hate,hate, @Daniel01042683 @HaileGebr እንደ አህያ ሜዳ መንከባለሉን ለእናንተ፡፡ ማፈርያዎች፡፡
1334105115742138368,hate,normal,normal, ዘረኛ ነኝ ። ምክንያቱም ፣ እኔ ከየት እንደተገኘሁ አውቃለሁ ፣ የቅድመ አያቶቼን ሰፉ እና ወግ አከብራሁ ፣ ቋንቋ እና ባህሌን አሳምሬ አውቃለሁ ፣ ለወንድም እና እህቶቼ እንደ
1326582709712457740,offensive,offensive,offensive, @lidyabekele3 @ssami_29 በሚ በፃፈው ከሱ በላይ ያንቺ ???? ብዙ ማግኘቱን ሳይ ስግብግብ ጁንታነትሽ ነው የገባኝ
1339881506802700288,offensive,normal,normal, @betselot_15 @Leo11kalu @b3ttisha ኧረ አልፈልግም እያየሁህ ነው ! ዋ !
1335238875795648518,normal,normal,normal, @rafatoel ‹‹የሁለተኛው ወንዝ ስም ግዮን ነው:: እርሱም የኢትዮጵያን ምድር ሁሉ ይከብባል›› ዘፍ . ፪:፲
1433604124390608900,normal,offensive,normal,@HussenMuhye @AbaaBoraa አንተም ስለ ኦሮሞ እና ኦሮምያ ትግራይ . አይመለከትም:: እኛም ስለ ደንበጫ እንደማይመለከን ሁሉ:: እና አሁን ባለንበት ዘምን ማንም ስለሌላው ልወስን አይችልም::
1412822869239808000,offensive,normal,normal, ጥበብ ጠርታው ጠብቃው ጠብቃው ጠብቃው ሰልችቷት ጥላው ከሄደች በኋላ ነቅቶ ይኸው እየተንከራተተ ነው Mention him
1339194117490946049,hate,normal,normal, ካንጋሮ ኪስ እንጂ እጅ የላትም አለ መምህሩ ቁም ነገሩ: ዝምምም ብለን አናጋብስ መስጠትም እንልመድ ለማለት ነው ????
1349164360678182915,normal,normal,normal, @kyisfa እንግዲህ ማይኩን ስትጨብጡ ተነስተን ለማጨብጨብ ዝግጁ ነን ????
1350603042819874816,normal,normal,normal, #NOMASKNOSERVICE በታላቅ ድምቀት የሚከበረውን የጥምቀት በአል ተከትሎ የኮቪድ ወረርሽኝ እንዳይስፋፋ ጥንቃቄ አይለየን ፤ ሁሌም ማስክ ማድረግ በተለይ ጥምቀተ ባህር በሚኬድበ
1441150284294590469,hate,normal,hate,@Alula_Solomon ቅማል እኮ ቶሎ አይጠፋም አሁን በቀራችሁት የአረም መድሃኒት ነፍቶ ማጥፋት ነው
1348775653336895488,hate,hate,hate, እነ ጅራፍ እራሱ ገርፎ እራሱ ይጮሀል ሀፍረት የሚባል ነገር አልፈጠረባችሁም ? እናንተ ሶስት ሳምንት ባልሞላ ኦፕሬሽን የዘር ማጥፋት ወንጅል ትግራይ ውስጥ ተፈጽሟል ብላችሁ ዋይ ዋይ
1360814818400346116,hate,offensive,offensive,@USER ልደቱ ያናደደው የጁንታው መደምሰስ ነው . ለምን? አበሉ ስለቀረበት! ጠላትማ ጠላት ነው . መጀመርያ መምታት አሾክሻኪውን ነው
1384697323545112576,normal,normal,normal,@HabtamuAyalew21 በወሎ ኦሮሞ ላይ እየተፈፀመ ያለውን ጭፍጨፋ በተመሳሳይ መልኩ የኦሮሞ ህዝብ አደባባይ ወጥቶ ማውገዝ አለበት
1357634724211089411,offensive,offensive,offensive, @ZekuZelalem ተጨማሪ ስልጣን ፈልጎ ማሽቃበጡ ነው። ብሽቅ ካድሬ!
1323285984973185024,normal,normal,normal,ፖስት በማድረግም ቢሆን እኛው እንቀድመዋለን!
1427383492636250112,normal,normal,normal,ኢትዮጵያ ላይ እልፍ ጠላት ቢሰለፍባትም ማንነትዋን ማናቸውም መሻር አይችሉም።
1400855814995329026,normal,normal,normal,@EthzemaLeader Eዜማ፣ ለመጀመሪያ ግዜ በራሱ የሚተማመን፣ ምርጫ መጣ ፖሊሲ ቀንጥሱ ያልሆነ፥ ቀደም ብሎ አማራጭ ፖሊሲውን በጥልቀት መርምሮ፣ አሰናድቶ መሬት አውርዶ አወያይቶ፥
1423849712856096774,normal,normal,normal, @GhionawitF አዎን ሔዋን በሴራ የሚደርስብንን ጥቃትና መከራ ለማስወገድ አሰፈላጊ የሆነውን ሁሉ ተጠቅመን ነጻ መውጣት ያስፈልገናል ። ትግል ሰፊ ነው መሥዋእት መሆንንም ይጠይቃል
1341822334374711296,offensive,hate,hate, የቤንሻንጉል ክልል ርዕሰ መስተዳደርን ጨምሮ ሌሎች በስሩ ያሉ ሰው በላ #አውሬዎች በቁጥጥ ስር ውለው በአስቸኳይ ለህግ ይቅረቡልን! Stop amhara and/Agew Genocide at
1378418588705492992,hate,normal,normal, የአል ሲሲ ማስጠንቀቂያ ኢትዮጵያ የአባይ ውሃ አትንካው አይመስለኝም ምናልባት #ከድርሻዬ ጥቂቱን ?
1373721607508787210,normal,normal,normal,ከዚህች ዓለም፣ ክፋት ሙሉበሙሉ ይወገዳል ማለት ቅዠት ነው። ይልቅ እየከፋ ይሄድና የፈጣሪን ዳግም ምጽአት ያፋጥናል። አሜን ጌታ ሆይ ቶሎ ና!
1407358061740691463,offensive,offensive,offensive,@AbiyAhmedAli Dear @AbiyAhmedAli ለመለስ ዜናዊ የእግሩ እጣቢ ሆኖ የመደፋት ወይ የእጥሩ ሙጃ ሆኖ በቅሎ በአጋሰስ የመጋጥ ብቃት እንደሌለህ ስታስበው የበታችነት ስ
